,key_words_rak,key_words_tf_idf,titles,keywords_intext,year,final_keywords
492,"students applied newly learned knowledge,hsd post hoc test revealed,exams largely evenly spread,higher level math selfefficacy tend,learning analytics method offers,online lecture commonly consisted,regulated learning model proposed,essential selfregulatory learning behaviors,anova analysis results showed,flipped undergraduate math courses,study included 16 flipped sessions,class online learning emphasizes,group 2 perceive higher math,performance trajectory groups generated,behavioral log data demonstrates","leadership,tablet,tree,children,distributed,device,app,role,roles,group,assume,group members,devices,cycle,life",High School Students' Collaboration and Engagement With,,2015,"set(['ass', 'childr', 'group', 'lead', 'tablet', 'group memb', 'tre', 'lif', 'dev', 'cyc', 'ap', 'rol', 'distribut'])"
493,"oriented approach emphasizing knowledge creation,low/ medium/ high active groups,results illustrates unbalanced distribution,collaborative knowledge building showed,balls represent key words,high active group,showed higher socio,substantial future work,future instructional design,high active groups,investigate knowledge building,conducted knowledge forum,spontaneously formed cross,low active group,low/medium/high active groups","pf,problem solving,problem,solving,phase,solutions,criteria,state,conceptual knowledge,desired,knowledge,awareness,gaps,goal,conceptual",Creating Socially Relevant Mobile Apps: Infusing Computing into,,2017,"set(['stat', 'desir', 'goal', 'criter', 'knowledg', 'phas', 'gap', 'conceptu', 'pf', 'aw', 'solv', 'problem', 'problem solv', 'conceptual knowledg'])"
494,"small rural town located,participants created study guides,sa=2πrh+πr2,notice missing measurements,grade mathematics class,grading writing tasks,incorporate writing tasks,called peer review,helping students improve,additional support students,word problems posed,inform future work,provided fewer solutions,traditional mathematics work,teachers included solutions","child,teachers,led,children,workshops,challenges,workshop,themes,teacher,grade,researchers,views,guidance,novel,benefits",Effects of Implicit Guidance on Contribution Quality in a WikiBased Learning Environment,,2017,"set(['childr', 'novel', 'led', 'challeng', 'them', 'research', 'benefit', 'workshop', 'child', 'teach', 'guid', 'grad', 'view'])"
495,"demonstrable actions embodying specific conjectures,fruitloops identifies additional key relationships,previous literature characterizing dragging moves,participants effectively coordinate representational,interaction spaces mutually elaborate,integrated electronic drawing area,distinguish relevant geometric relationships,referring expressions initially function,evolving visual configurations witnessed,treat collaborative problem solving,noticed properties immediately follow,randomly moving basic points,dynamic geometry objects facilitate,joint mathematical meaning making,geometric dependencies develops gradually","community knowledge,knowledge,base,community,classroom,physical,places,contributions,designs,computing,learners,access,location,space,disciplinary",Educational Affordances of Tablet-Mediated Collaboration to,,2016,"set(['classroom', 'loc', 'communit', 'phys', 'bas', 'spac', 'knowledg', 'access', 'disciplinar', 'design', 'learn', 'plac', 'comput', 'community knowledg', 'contribut'])"
496,,"disciplinary,disciplines,discipline,learners,values,beyond,audience,presentation,university,knowledge,practices,everyday,well,learning sciences,literacy",Exploring Relevant Problem-Solving Processes in Learning From,,2016,"set(['learning sci', 'pract', 'literac', 'knowledg', 'disciplin', 'un', 'audy', 'disciplinar', 'pres', 'learn', 'wel', 'beyond', 'everyday', 'valu'])"
497,"export source / installer files,external evaluator administrated baseline surveys,white house announced computer science,director regularly visited project classrooms,learning center director edited,pop star justin bieber,standardized lesson plan template,curriculum included digital literacy components,showcasing martin luther king,monthly topics included assessment,providing positive computing experience,introductory computer science experience,teacher learning center director,lesson inviting local computing,media player sample lesson","mentors,graduate,reported,undergraduate,writing,course,confidence,support,class,networks,culture,relationships,gains,distributed,scientific",Teachers’ Views on Supporting Self-Regulated Learning in Early,,2018,"set(['cour', 'sci', 'network', 'ment', 'support', 'report', 'writ', 'gain', 'rel', 'gradu', 'undergradu', 'distribut', 'cult', 'class', 'confid'])"
498,"large scale online discussions additional,redundancy fostered external accommodation processes,measurably higher positive learning outcomes,promoting controversy awareness guides learners,computersupported collaborative learning showed potentials,finally derived coding schemes,higher quality written texts,specific topic provide opportunities,externalizing socially shared artefacts,additional visual highlighting aids,supported collaborative learning environments,categorised discussion reply data,collaborative knowledge construction environments,conducted detailed qualitative analyses,representational guidance implementations making","game,players,design,physics,child,exhibit,museum,elements,children,edu,prototype,dyads,poster,adult,users",Knowledge Places: Embedding Knowledge in the Space of the,,2018,"set(['exhibit', 'el', 'play', 'phys', 'us', 'edu', 'childr', 'muse', 'gam', 'design', 'prototyp', 'child', 'dyad', 'post', 'adult'])"
499,"land grant public university located,workshop session contained multiple groups,group displayed consistent leadership distribution,mobile app called tree investigators,center runs summer camp,michael consistently showed leadership,emergent leadership assign roles,tablets elicited group members,tree life cycle stages,tree life cycle stage,environmental center run,constructing knowledge collaboratively,collect additional videos,obtaining informed consent,thick tuck thicker","facilitators,families,workshop,sarah,scratch,workshops,facilitation,parents,family,facilitator,computing,experiences,roles,backgrounds,experience",Life-long Life-wide Learning Within and Beyond the Disciplines,,2018,"set(['sarah', 'par', 'rol', 'background', 'scratch', 'workshop', 'facilit', 'famil', 'exper', 'comput'])"
500,,"computational,computational thinking,computer science,scratch,projects,thinking,computer,elaboration,science,practices,programming,blocks,project,content,definition",Mapping Research and Writing Mentorship Assemblages in a Mixed,,2018,"set(['program', 'block', 'comput', 'scratch', 'cont', 'computer sci', 'project', 'pract', 'computational think', 'sci', 'definit', 'think', 'elab'])"
501,"higher derivation pupil premium percentage,policy makers share similar views,improve early childhood education,early childhood educational programs,assessed uk teacher views,workshops teachers planned activities,international pisa test,lower family incomes,hotly debated question,jónsdóttir,playful science education,share relevant experiences,collaborative planning sessions,based focus group workshops,led educational programs","collaborative,control,team,collaboration,condition,ratings,peer,rating,teams,module,peer review,intervention,attitudes,pre post,review",Dropping in to Game Design: Iterations of a Skatepark Physics,"collaboration, teamwork, higher education, open learning, online learning",2018,"set(['open learn', 'control', 'peer review', 'attitud', 'interv', 'pre post', 'collab', 'higher educ', 'rat', 'teamwork', 'team', 'peer', 'condit', 'mod', 'review', 'online learn'])"
502,,"nectar,game,children,communicate,systems,cycle,simulation,design,cycles,complex systems,quality,number,rules,gameplay,field",Becoming Facilitators of Creative Computing in,,2018,"set(['complex system', 'childr', 'rul', 'commun', 'system', 'cyc', 'field', 'gam', 'design', 'qualit', 'numb', 'nect', 'gameplay', 'sim'])"
503,,"messages,regulation,learners,feedback,visual,sna,interaction,centrality,task,rq,diagram,group,relevant,received,group awareness",How Broad is Computational Thinking?,,2018,"set(['receiv', 'task', 'group', 'feedback', 'sna', 'mess', 'interact', 'cent', 'relev', 'diagram', 'vis', 'learn', 'group awar', 'reg', 'rq'])"
504,"major university geosciences research community,mixed methods triangulation approach,historical activity theory framework,valuable undergraduate research experiences,based undergraduate research experiences,modified undergraduate research student,effectively leverage distributed mentorship,undergrads alike reported intentions,graduate students reported gaining,professional intentions based,distributed sociomaterial phenomenon,undergraduate peers positioned,data collection planned,frame mentorship broadly,explicitly develops mentoring","behaviors,design,engineering design,actions,behavior,energy,states,engineering,action,categories,edu,practices,dataset,sequences,projects",Investigating the Impact of an Online Collaboration Course on,,2018,"set(['dataset', 'stat', 'engin', 'edu', 'energ', 'behavy', 'project', 'pract', 'design', 'act', 'engineering design', 'categor', 'sequ'])"
505,,"regulation,co,reading,shared,task,strategies,self,oriented,app,collaborative,motivational,group,strategy,metacognitive,collaborative learning",In the Hive: Designing for Emergence When Teaching Complex,,2018,"set(['shar', 'task', 'co', 'ory', 'read', 'self', 'metacognit', 'collab', 'mot', 'ap', 'collaborative learn', 'group', 'reg', 'strategi'])"
506,"participation patterns pose challenges,community staff played important roles,public housing community center,facilitators wrote field notes,unlike instructionist learning environments,past experience facilitating scratch workshops,scratch program looked correct,past experience running scratch,school organizations onboard facilitators,alex made encouraging comments,facilitate bike building activities,sarah sat back watching mariah,play important roles positioning,critical reflection allowed facilitators,meaningfully engage diverse learners","stem,educators,critical,disciplines,scholars,identity,teaching learning,knowing,gender,perspectives,ways,identities,beliefs,issues,field",Visual Feedback for Asynchronous Online Interaction: Exploratory,"STEM, Critical, Marginalization, Affect",2018,"set(['scholar', 'teaching learn', 'perspect', 'disciplin', 'stem', 'issu', 'field', 'know', 'way', 'crit', 'affect', 'gend', 'educ', 'margin', 'id', 'believ'])"
507,"school experience learning computer science,code excerpt shows superficial,core computer science ideas,national research council reports,basic computer science concepts,felt high social significance,core computer science concepts,early computer science experience,programming experience develops generalized,blocks effectively encoding point,core computer science content,core computer science practices,computational thinking practices tend,early computer science learning,core computational thinking practices","adaptive,selection,content,systems,curriculum,propose,automated,student learning,help,approaches,tutoring,box,demonstrate,design,show",Using Machine Learning Techniques to Capture Engineering,,2018,"set(['box', 'demonst', 'cont', 'help', 'show', 'propo', 'tut', 'system', 'student learn', 'autom', 'curricul', 'design', 'adapt', 'approach', 'select'])"
508,"leveraged interactive training methods developed,educational settings presents numerous challenges,outline key 21st century skills,“gold standard” randomized controlled trial,hour online instructional module informed,highly selective private university,control modules addressed visual design,simply additional instructional time,randomized controlled trial comparing,long units individually online,helps students develop important,short online instructional module,structuring effective collaborative teams,training student project teams,findings show strong evidence","epistemic,growth,processes,performance,reflective,participants,aims,teachers,criteria,understanding,tasks,reflection,literacy,course,cognition","Assessing Prerequisites and Processes of Self-, Co- and Shared",,2018,"set(['epistem', 'aim', 'task', 'criter', 'process', 'particip', 'literac', 'reflect', 'perform', 'cour', 'understand', 'teach', 'cognit', 'grow'])"
509,"large ecologies involving wolf,indicating strong learning gains,forge personally meaningful understandings,design principle / takeaway,ensure core learning goals,computational textile bees embedded,major design cycles highlighted,colored water representing nectar,flowers incorporated rfid tags,design decisions impacted children,large outdoor garden space,“waggle dance” communication created,twelve laminated paper flowers,systems thinking concepts engaged,finite storage capacity","interests,interest,learners,collaborative,design,facilitator,affective,team,carbon,problems,activities,collaborative design,collaborative learning,materials,settings",Exploring the Margins of the Field: Rethinking STEM in Education,"Interest-driven learning, design thinking, informal environments, CSCL",2018,"set(['informal environ', 'collaborative learn', 'design think', 'team', 'collab', 'cscl', 'mater', 'act', 'set', 'design', 'facilit', 'interest', 'learn', 'affect', 'carbon', 'collaborative design', 'problem', 'interest-driven learn'])"
510,"coding scheme initially categorizes messages,social messages included activities relevant,weekly visual feedback illustrated structural,online discussion threads generated,high versus low level,existing research gave attention,hc learners received messages relevant,related messages included regulation,coding scheme suggested,social activities decreased,group learning process change,järvelä & miller,23 college students enrolled,asynchronous online discussion,shared mental model","preparation,problem,solution,problem solving,solutions,solving,collaboration,pair,collaborative,complex,instruction,condition,generation,phase,future","Computation, Constructivism, and Curriculum Design","preparation for collaboration, collaborative learning, complex problem solving",2018,"set(['fut', 'phas', 'collab', 'gen', 'pair', 'instruct', 'complex', 'solv', 'condit', 'problem', 'problem solv', 'prep'])"
511,,"week,course,communication,forums,mooc,chat,moocs,discussion,content,reasoning,segments,context,contexts,social,posts",Reflecting on Epistemic Ideals and Processes:,"discussion affordances, massive open online courses, reasoning",2018,"set(['week', 'mooc', 'cour', 'cont', 'context', 'for', 'commun', 'soc', 'seg', 'reason', 'chat', 'post', 'discuss'])"
512,,"similarity,values,expert,collaboration,alignment,student,discursive,disciplinary,text,discourse,final,document,current,texts,window",Problems With Different Interests of Learners in an Informal CSCL,,2018,"set(['disc', 'cur', 'expert', 'text', 'align', 'collab', 'disco', 'window', 'simil', 'stud', 'disciplinar', 'docu', 'fin', 'valu'])"
513,"including lucrative industry sponsorships welcomed,biology curricula address social relationships,identity strongly shapes learning experiences,upsetting carefully crafted ways,professional game developers strive,emotion change sex education,design embodies sociocultural norms,learning sciences doctoral students,“common operational definition,promoting public action,exploring common interests,potential integrative power,make sound decisions,establishing epistemological fluency,integrate affective dimensions","cps,regression,multimodal,learning analytics,window,analytics,project based,max,distance,features,coding,sessions,based learning,hands,hand",Let Kids Solve Wicked Problems... Why Not?!,,2016,"set(['sess', 'analyt', 'dist', 'based learn', 'max', 'project bas', 'hand', 'window', 'learning analyt', 'cod', 'regress', 'multimod', 'cps', 'feat'])"
514,,"joint attention,game,children,joint,attention,social interaction,skills,games,social,development,interaction,sharing,pattern,verbal,users",Fostering Discussion across Communication Media,"autism spectrum disorder, joint attention, gesture control, game design",2016,"set(['shar', 'childr', 'joint at', 'develop', 'pattern', 'interact', 'soc', 'us', 'joint', 'gam', 'verb', 'at', 'social interact', 'skil'])"
515,"intensive 7 week summer ma,increasingly complex epistemic environments,aspects involves competent engagement,knowing online fall short,tasks posed information problems,aptly employing epistemic ideals,current research emphasizes reflection,model describes epistemic cognition,achieves valuable epistemic aims,epistemic goals actors set,prompt adaptive epistemic performance,reflective experience tasks contributed,design meaningful reflective activities,journal entry invited participants,teach digital literacy today","play,game,condition,rules,modeling,activity,teachers,matter,embodied,conditions,mr,states,environment,concepts,within",Exploring a Text-Mining Approach as Rapid Prototyping Tool for,,2015,"set(['play', 'within', 'mat', 'rul', 'embod', 'conceiv', 'mr', 'stat', 'gam', 'environ', 'act', 'condit', 'model', 'teach'])"
516,"collaborative learning activities involve learners,differences influence collaborative activity,positive feelings attracting people,students resolve conflicts stemming,adult facilitators guided children,interests influence collaborative learning,differing interests impact collaborative,people react emotionally,spoke english fluently,facilitate community involvement,students attended regularly,challenges produced rich,comparing final product,oxford university press,interactive discussion data","student work,student,teacher,math,tool,display,mathematics,mathematical,classroom,feature,discourse,formative,errors,examples,automatically",Using Multimodal Learning Analytics to Identify Aspects of,,2017,"set(['classroom', 'form', 'feat', 'tool', 'disco', 'student work', 'exampl', 'stud', 'teach', 'autom', 'mathem', 'display', 'math', 'er'])"
517,"student dialogue included frequent turn,essentially start small businesses,typical public primary school,larger project targets low,substantive interesting collaborative work,unpack student collaborative work,student paired collaborative work,share preliminary findings based,instructional design influences performance,generating knowledge promotes readiness,collaboratively generating interesting,driven educational culture,naïve conceptions,lower ranked schools,2 research team members","fractions,procedural,exploratory,platform,structured,conceptual,tasks,knowledge,condition,conceptual knowledge,scores,task,test,johnson,full",AutBlocks: Using Collaborative Learning to Develop Joint,"conceptual knowledge, procedural knowledge, exploratory learning environments,",2017,"set(['task', 'johnson', 'platform', 'knowledg', 'conceptu', 'structur', 'procedural knowledg', 'fract', 'conceptual knowledg', 'explorator', 'test', 'condit', 'ful', 'proc', 'exploratory learning environ', 'scor'])"
518,"recent work studying social interaction,iterative design based research process,instructionally beneficial conversational interaction offered,binary indicators applied separately,integrated bazaar collaborative reflection tool,massive open online courses,reflecting instructionally beneficial interactions,recent work develops social,design based research process,social interaction including blogs,statistical analysis technique referred,intensive discussion based interactions,eclectic organization leaves students,helper system approximately 127 times,motivated discussion based learning","robot,problem,participatory,robotics,space,challenge,design,scenarios,structures,dbr,middle school,define,interdisciplinary,solution,solutions",The Structures of Embodied Play Activities and Their,"problem scoping, interdisciplinary curriculum design, design-based research",2015,"set(['middle school', 'interdisciplinary curriculum design', 'scenario', 'spac', 'design-based research', 'robot', 'structur', 'defin', 'design', 'interdisciplinar', 'problem scop', 'problem', 'dbr', 'participator', 'challeng', 'solv'])"
519,"students made significantly closer alignments,martínez‐monés,language processing nltk package,koalas group collaborative discursive alignment,otters group collaborative discursive alignment,screen capture tools embedded,automated word stemmer works,online synchronous videoconference meeting,delivering rapid assessment prototypes,excerpts provide good evidence,final forum posts reflect,cosine similarity values range,recorded online collaborative inquiry,final post benchmarks overlap,scored student textual responses","reading,comprehension,curriculum,instruction,texts,area,content,processing,text,teachers,implementation,literacy,skills,situation,teacher",Making Mathematical Thinking Visible Through Technology,,2018,"set(['compreh', 'cont', 'process', 'text', 'situ', 'read', 'instruct', 'curricul', 'are', 'teach', 'literac', 'impl', 'skil'])"
520,"regression tests gave unsatisfactory results,lab contexts collection audio,data collection system provided information,handle ill posed problems,investigate students learning computer programming,develop test computational models,constructivist learning activities including project,extracting hand pose directly,2hz called audio level,oecd collaborative problem solving framework,general linear model provided,develop learning analytics tools,occluded hand pose due,finding show similar results,integrated learning analytics system","vr,tpack,teacher,lesson,mr,technology,curriculum,teachers,classroom,designing,professional development,elementary,teaching,emerging,knowledge",Combining Exploratory Learning With Structured Practice to,,2018,"set(['classroom', 'tpack', 'knowledg', 'technolog', 'professional develop', 'elementar', 'vr', 'curricul', 'design', 'mr', 'teach', 'lesson', 'emerg'])"
521,"practice social strategies restricting children,prototype collaborative game called “autblocks”,empirical evidence demonstrating efficacy,multiple traditional input devices,developing motion controlled applications,specialist assistive technology service,similar projects targeting children,simple gameplay narrative involving,computer supported collaborative learning,role demonstrating key behaviours,correctly understand social behaviours,skeletal / player tracking,development projects reported exploiting,games addressing social interaction,develop joint attention skills","girls,program,agency,maker,mentors,making,like,design,really,themes,white,described,place,family,interviews",Problem Scoping in Designing Biomimetic Robots,,2016,"set(['them', 'reall', 'ag', 'ment', 'lik', 'interview', 'describ', 'program', 'design', 'famil', 'plac', 'girl', 'mak', 'whit'])"
522,"microsoft kinect cameras track,organizing embodied learning environments,influence teacher prompt patterns,play influence student interaction,play support student learning,mixed reality learning environment,play support learning activities,projected video display,give guiding directions,making physical moves,pursue student interests,shaping student learning,sense making processes,present analysis contrasts,similar learning gains","modeling,computational,speed,motion,models,agent,representational,measurement,model,step,measure,graphs,programming,video,mathematical",Translating Theory to Practice: Technology Solutions to Solve,modeling; agent-based models; disciplined interpretation; epistemology; science education,2018,"set(['modeling; agent-based models; disciplined interpretation; epistemology; science educ', 'repres', 'comput', 'ag', 'graph', 'mathem', 'meas', 'mot', 'step', 'program', 'video', 'model', 'spee'])"
523,"tool automatically display discussion questions,specific digital formative assessment tool,teacher facilitate productive student dispositions,tool helped promote mathematical discourse,recent professional development study,woot math polls found,automatically analyze student work,afford productive classroom discussions,hypothetical student work displayed,displaying student work feature,display student work feature,feature promoted discussion,woot math polls,small group settings,path forward clear","species,claims,food,whole class,web,year,whole,discussions,class,population,community,ecosystem,community knowledge,teacher,visualization",Teacher’s Re-design of Virtual Reality Based Curriculum in an,,2018,"set(['claim', 'communit', 'web', 'food', 'ecosystem', 'class', 'pop', 'spec', 'whol', 'vis', 'whole class', 'year', 'teach', 'community knowledg', 'discuss'])"
524,"school classrooms increased external validity,univariate analyses showed significant effects,conditions showed equal learning gains,exploratory learning activities provide space,art itss providing structured tasks,exploratory tasks primarily target conceptual,tds support included instructive feedback,italk2learn platform incorporating structured practice,proven intelligent tutoring systems,clear learning gains observed,interdisciplinary research project funded,existing tutoring environments provide,show significant learning gains,structured practice activities introduce problem,newlydeveloped exploratory learning environment","virtual,models,physical,solar,model,linn,student,energy,accurate,posttest,box,fun,relative,limitations,benefits","""This Is for Boys. You Did It?"": Agency Under Construction in a",,2018,"set(['acc', 'box', 'energ', 'phys', 'rel', 'posttest', 'virt', 'lin', 'sol', 'benefit', 'limit', 'stud', 'fun', 'model'])"
525,"middle school students build biomimetic,effective interdisciplinary learning environments,middle school students engage,making animal adaptions applicable,investigating interdisciplinary stem learning,participatory learning spaces emphasize,flatten traditional knowledge structures,examine potential robot tasks,biomimetic robotics design challenge,middle school classrooms,employ reflective decision,repeated reflective decision,biomimetic robot design,biomimetic robotics curriculum,inform engineered solutions","discourse,ideas,idea,promising,blood,community,knowledge,within,knowledge building,heart,knowledge forum,notes,keywords,forum,relevant",Development of Disciplined Interpretation Using Computational,"hat are important for learning subject matter, managing",2018,"set(['knowledge forum', 'knowledge build', 'communit', 'within', 'hat are important for learning subject mat', 'for', 'keyword', 'heart', 'knowledg', 'disco', 'prom', 'blood', 'not', 'ide', 'relev', 'man'])"
526,"include local cohesive linguistic strategies,situation model represents deeper connections,general education content area class,comfortable teaching language arts,complete language arts curriculum,providing specific domain knowledge,week reading comprehension curriculum,global cohesive techniques,ies award #r305a110467,showed significant promise,ies award #r305a170142,content area classes,rich background knowledge,online tutoring system,encourage passive comprehension","circle,documentation,benefits,method,functions,portfolio,learning process,year,grade,process,years,content analysis,means,experiences,results",Visualizations of Community Knowledge for Supporting Middle,,2016,"set(['learning process', 'funct', 'process', 'content analysi', 'docu', 'circ', 'benefit', 'result', 'year', 'exper', 'portfolio', 'grad', 'method', 'mean'])"
527,"vr required specific technical specifications,recently gained scholarly attention,technology requires extensive teacher knowledge,dimensional virtual field trips,private elementary school located,park devised instructional interventions,powerpoint presentation slides,technological pedagogical content knowledge,made curricular materials,compare/contrast group activity,enhanced learning environments,park modified existing,primary school learning,scant empirical evidence,thematic analysis method","authenticity,pbl,teachers,authentic,projects,project,project based,arts,choice,english,teachers students,products,th grade,year,tools",Middle School Student Ideas on the Relative Affordances of,"Learning Environments, Literacy, English Language Arts, Project-Based Learning",2018,"set(['th grade', 'art', 'engl', 'project bas', 'teachers stud', 'auth', 'cho', 'project', 'tool', 'year', 'pbl', 'teach', 'produc'])"
528,"newly accessible digital technologies,data sources include video,maker settings promoting girls,elective design class teacher,twelve high school girls,youth informal learning spaces,mentee interactions support girls,past ten years,purposefully broaden access,written material produced,similar social situations,specific educational concerns,socioculturally mediated capacity,program combines design work,design maker platforms","pf,gaps,instruction,solution,condition,solutions,conditions,knowledge,awareness,process,problem solving,solving,problem,aware,observing",Idea Identification and Analysis (I2A): A Search for Sustainable,,2018,"set(['process', 'knowledg', 'gap', 'instruct', 'pf', 'aw', 'solv', 'condit', 'problem', 'problem solv', 'observ'])"
529,"public school fourth grade classroom,successive flags visually represented acceleration,measure helped students interpret data,data collection include video records,biomedical engineering lab illustrates,high framerate videos afford,lego mindstorms nxt robots,students develop fairly stable,fourth grade children engaged,command set <pen width> equal,provided clear acrylic tracks,computational modeling practices develop,measuring acceleration changed dramatically,create visually communicative models,teacher emphasized distance traveled","generative,mode,partner,dialogue,speaker,dialogues,passive,constructive,collaborative,co,pairs,scores,pattern,collaborative learning,materials",The Student-Produced Electronic Portfolio in Craft Education,,2016,"set(['co', 'collaborative learn', 'pattern', 'collab', 'partn', 'mater', 'construct', 'dialog', 'pass', 'pair', 'mod', 'gen', 'scor', 'speak'])"
530,,"gaze,visual,lecture,learning gain,perceptual,condition,aid,eye tracking,eye,teacher,tracking,gain,references,anova,time",Authentic to Whom and What? The Role of Authenticity in ProjectBased Learning in English Language Arts,"eye-tracking, MOOCs, learning analytics, online deixis",2018,"set(['perceptu', 'eye track', 'gaz', 'tim', 'track', 'anov', 'lect', 'vis', 'ey', 'gain', 'learning gain', 'aid', 'condit', 'teach', 'ref'])"
531,,"game,game design,players,games,design,meanings,literacy,learners,system,rules,board,designing,problem,incorporating,problem solving",Using Example-based PF Conditions to Investigate Preparatory,,2018,"set(['play', 'problem solv', 'rul', 'system', 'gam', 'game design', 'design', 'board', 'learn', 'problem', 'incorp', 'literac', 'mean'])"
532,"higher score indicating higher centeredness,blood include red blood cells,kbdex graphically displays bc values,middle school science teacher,supporting knowledge building pedagogies,prior knowledge building training,“human transport system” view,normalized bc values range,bc values eventually taper,subsequent large bc fluctuations,blood cells carry oxygen,knowledge building discourse explorer,collaborative knowledge building environment,natural idea generation capability,examining community knowledge advancement","accessibility,visual,group,day,block,blocks,learners,accessible,workshop,member,vision,robotics,maker,tried,makerspaces",Concrete Definition of Beneficial Collaborative Dialogues,,2018,"set(['tri', 'group', 'memb', 'makerspac', 'robot', 'access', 'vis', 'workshop', 'learn', 'mak', 'day', 'block'])"
533,"structured stimulated recall interview,digital application starts portfolio,main research question focuses,hour starting session,empty white paper,driven content analysis,content analysis program,video clips guidance,optional video recording,defines university level,assessment strongly emphasized,holding interviews provided,key functions identified,earlier research results,early school years","load,orchestration,cognitive load,eye,episodes,eye tracking,cscl,teacher,tracking,index,classroom,cognitive,game,authentic,novice",Visual Augmentation of Deictic Gestures in MOOC Videos,"orchestration, cognitive load, eye-tracking, teaching, facilitation",2018,"set(['load', 'index', 'eye track', 'episod', 'track', 'eye-track', 'orchest', 'cognitive load', 'cscl', 'gam', 'ey', 'facilit', 'classroom', 'teach', 'auth', 'cognit', 'nov'])"
534,"united states mountain west state,english language arts skills taught,9th grade language arts teachers,english language arts classroom,day initial design institute,classroom enactments including field,classrooms voiced stronger feelings,eleven 9th grade teachers,english language arts,“externally authentic cultural tools”,students consistently expressed feeling,based pbl takes place,years takes place,received individual support,informing subsequent instruction","argumentation,assumptions,constructs,theory,theoretical,arguments,criteria,predictions,coding,corpus,relations,researchers,method,interaction,experimental",Game Design Literacy as a Problem-Solving Disposition,,2016,"set(['criter', 'predict', 'interact', 'expery', 'argu', 'construct', 'research', 'corp', 'theoret', 'rel', 'theor', 'assum', 'method', 'cod'])"
535,"students produce erroneous solutions prior,audio recordings include process information,contrasting incorrect student ideas,process condition descriptively outperformed,erroneous student ideas,incorrect student ideas,essential preparatory mechanism,students observe solutions created,based condition outperformed,competence positively correlated,condition produced solutions,examplebased pf condition,usual control condition,pf student generated,observing process information","gaze,posttest,similarity,game,score,phase,image,poster,collaborative,displays,text,pairs,eye tracking,interactive,high","Accessibility, Making and Tactile Robotics:","interactive displays, informal learning, collaborative learning, dual eye-tracking",2018,"set(['eye track', 'gaz', 'posttest', 'text', 'interact', 'phas', 'collab', 'high', 'gam', 'simil', 'im', 'scor', 'pair', 'post', 'display'])"
536,,"feedback,uptake,sense making,revision,text,peer,comments,comment,writing,problem,sense,support,column,making,changes",The Burden of Facilitating Collaboration: Towards Estimation of,"peer assessment, feedback uptake, academic writing",2018,"set(['feedback', 'sense mak', 'chang', 'column', 'text', 'support', 'rev', 'uptak', 'writ', 'peer', 'sen', 'problem', 'com', 'mak'])"
537,"identify ten cloud types based,students improves learning gain compared,remote eye tracking system,ten cloud types covered,visually compare multiple areas,mid altitude cloud composed,gaze highlights important areas,capture student gaze patterns,slides explaining individual cloud,gaze overlay spend significantly,question cloud identification pretest,academic performance previous research,question cloud identification posttest,augmentations include overlaying,potentially unintentional signals","epistemic,inquiry,electricity,knowledge,theory,kf,knowledge building,building,scientists,conduct,water,scientist,science,discourse,forum",The Dangers of Assuming Before Analysis: Three Case Studies of,"knowledge building, CSCL discourse, epistemic views of science, scientific inquiry",2015,"set(['epistem', 'theor', 'elect', 'kf', 'scientific inquiri', 'inquir', 'wat', 'conduc', 'knowledg', 'for', 'disco', 'cscl discours', 'epistemic views of sci', 'sci', 'knowledge build', 'build'])"
538,,"course,task,collaborative,platform,forums,items,intrinsic,online,related,group work,motivation,moocs,access,strongly,academic",Dual Gaze as a Proxy for Collaboration in Informal Learning,"MOOC, e-learning, collaboration",2017,"set(['mooc', 'cour', 'group work', 'for', 'item', 'collab', 'mot', 'access', 'platform', 'task', 'rel', 'intrin', 'onlin', 'strong', 'academ'])"
539,"wooden blockbased tangible robotic kit,comparative case study research design,including varied material affordances,depth focus group interviews,learn core programming concepts,based maker workshop tailored,sighted group mater tended,completely blind group mate,completely blind group member,visual acuity affected participation,northeastern united states,microanalytic video analysis,response preand post,african american male,constructing model cars","pf,peer,composition,affective,message,feedback,metacognitive,cognitive,solution,self,reflections,evaluation,related,category,reflection",Maximizing Benefit of Peer-Feedback,"Peer feedback, assessment for learning, feedback training, mathematics",2017,"set(['composit', 'feedback', 'evalu', 'metacognit', 'mess', 'categor', 'self', 'reflect', 'solv', 'pf', 'rel', 'peer', 'affect', 'cognit'])"
540,"augmented paper tabletop devices running,cluttered augmented paper user interface,pupil diameter standard deviation,video codes appearing typically,make informed design decisions,pupil dilation standard deviation,designing augmented reality technologies,spot cognitive load patterns,window represented higher cognitive load,make classroom facilitation easier,drive teacher training effectiveness,participant teachers reported “forgetting,normal lesson time span,average cognitive load index,human cognitive processing capacity","disessa,knowledge,mental,pieces,pedagogical,intuitive,frames,resources,justice,reasoning,educators,elements,domains,teachers,making",Scaffolding Scientific Epistemologies through KnowledgeBuilding Discourse and Epistemic Reflection,"Knowledge in Pieces, ideology, qualitative methods, education",2015,"set(['el', 'domain', 'educ', 'resourc', 'just', 'ment', 'fram', 'knowledg', 'ideolog', 'piec', 'intuit', 'reason', 'disess', 'qualitative method', 'teach', 'knowledge in piec', 'mak', 'pedagog'])"
