,ref,file,length,initial,ref_parsed,year
120,"Oshima, J., Oshima, R., & Matsuzawa, Y. (2012). Knowledge Building Discourse Explorer: a social network analysis application for knowledge building discourse. Educational technology research and development, 60(5), 903-921. doi:10.1007/s11423-012-9265-2",/import2016full/57,253,O,"Oshima, J., Oshima, R., & Matsuzawa, Y. (2012)",2012.0
121,"Santo, R., Peppler, K., Ching, D., & Hoadley, C. (2015). Maybe a Maker Space? Organizational Learning about Maker Education within a Regional Out-of-School Network. Paper presented at the FabLearn: Conference on Creativity and Fabrication in Education, Stanford, CA.",/import2016full/57,266,S,"Santo, R., Peppler, K., Ching, D., & Hoadley, C. (2015)",2015.0
122,"Shaffer, D. W., Hatfield, D., Svarovsky, G. N., Nash, P., Nulty, A., Bagley, E., . . . Mislevy, R. (2009). Epistemic network analysis: A prototype for 21st-century assessment of learning.",/import2016full/57,187,S,"Shaffer, D. W., Hatfield, D., Svarovsky, G. N., Nash, P., Nulty, A., Bagley, E., . . . Mislevy, R. (2009)",2009.0
123,"Siemens, G., & Baker, R. (2012). Learning analytics and educational data mining: towards communication and collaboration. Paper presented at the Proceedings of the 2nd international conference on learning analytics and knowledge.",/import2016full/57,229,S,"Siemens, G., & Baker, R. (2012)",2012.0
124,"Spinuzzi, C. (2011). Losing by Expanding Corralling the Runaway Object. Journal of Business and Technical Communication, 25(4), 449-486.",/import2016full/57,136,S,"Spinuzzi, C. (2011)",2011.0
125,"Suthers, D. D. (2011). Interaction, mediation, and ties: An analytic hierarchy for socio-technical systems. Paper presented at the Hawaii International Conference on the System Sciences (HICSS-44), Hawaii Vygotsky, L. S. (1978). Mind in society (M. Cole, V. John-Steiner, S. Scribner, & E. Souberman, Eds.): Cambridge, MA: Harvard University Press.",/import2016full/57,348,S,"Suthers, D. D. (2011). Interaction, mediation, and ties: An analytic hierarchy for socio-technical systems. Paper presented at the Hawaii International Conference on the System Sciences (HICSS-44), Hawaii Vygotsky, L. S. (1978)",2011.0
126,"Witte, S. P., & Haas, C. (2005). Research in activity: An analysis of speed bumps as mediational means. Written Communication, 22(2), 127-165.",/import2016full/57,142,W,"Witte, S. P., & Haas, C. (2005)",2005.0
127,"Akkerman, S. F., Admiraal, W., & Simons, R. J. (2012). Unity and diversity in a collaborative research project. Culture & Psychology, 18(2), 227–252. http://doi.org/10.1177/1354067X11434835",/import2016full/32,189,A,"Akkerman, S. F., Admiraal, W., & Simons, R. J. (2012)",2012.0
128,"Akkerman, S. F., & Meijer, P. C. (2011). A dialogical approach to conceptualizing teacher identity. Teaching and Teacher Education, 27(2), 308–319. http://doi.org/10.1016/j.tate.2010.08.013",/import2016full/32,189,A,"Akkerman, S. F., & Meijer, P. C. (2011)",2011.0
129,"Arvaja, M. (2015). Experiences in sense making: Health science students’ I-positioning in an online philosophy of science course. Journal of the Learning Sciences, 24(1), 137-175.",/import2016full/32,179,A,"Arvaja, M. (2015)",2015.0
130,"Bakhtin, M. M. M. (1984). Problems of Dostoevsky’s poetics. (C. Emerson, Trans.). University of Minnesota Press.",/import2016full/32,112,B,"Bakhtin, M. M. M. (1984)",1984.0
131,"Brown, J. S., Collins, A., & Duguid, P. (1989). Situated cognition and the culture of learning. Educational Researcher, 18(1), 32–42.",/import2016full/32,133,B,"Brown, J. S., Collins, A., & Duguid, P. (1989)",1989.0
132,"Buckingham, D. (2008). Introducing Identity. In D. Buckingham (Ed.), Youth, Identity, and Digital Media (pp. 1–22). Cambridge, MA: MIT Press Journals.",/import2016full/32,150,B,"Buckingham, D. (2008)",2008.0
133,"Cole, M. (1996). Cultural Psychology: A once and Future Discipline. Cambridge, MA: Harvard University Press.",/import2016full/32,108,C,"Cole, M. (1996)",1996.0
134,"Creswell, J. W. (2006). Qualitative Inquiry and Research Design: Choosing among Five Approaches (2nd ed.). Thousands Oak, CA: SAGE Publications.",/import2016full/32,144,C,"Creswell, J. W. (2006)",2006.0
135,"Fairclough, N. (2001). Language and Power (2nd ed.). London, UK: Longman.",/import2016full/32,73,F,"Fairclough, N. (2001)",2001.0
136,"Gee, J. P. (2011). An Introduction to Discourse Analysis: Theory and Method (3rd ed.). New York, NY: Routledge.",/import2016full/32,111,G,"Gee, J. P. (2011)",2011.0
137,"Goffman, E. (1959). The Presentation of Self in Everyday Life. New York: Anchor.",/import2016full/32,80,G,"Goffman, E. (1959)",1959.0
138,"Goffman, E. (1983). The Interaction Order: American Sociological Association, 1982 Presidential Address. American Sociological Review, 48(1), 1–17. http://doi.org/10.2307/2095141",/import2016full/32,178,G,"Goffman, E. (1983)",1983.0
139,"Hall, S. (1996). Who Needs “Identity”? In P. du Gay & S. Hall (Eds.), Questions of Cultural Identity (pp. 1–17). Thousands Oak, CA: SAGE Publications.",/import2016full/32,150,H,"Hall, S. (1996)",1996.0
140,"Hermans, H. J. M. (2003). The Construction and Reconstruction of a Dialogical Self. Journal of Constructivist Psychology, 16(2), 89–130. http://doi.org/10.1080/10720530390117902",/import2016full/32,177,H,"Hermans, H. J. M. (2003)",2003.0
141,"Hermans, H. J. M., & Kempen, H. J. G. (1993). The dialogical self: Meaning as movement. San Diego, CA, US: Academic Press.",/import2016full/32,122,H,"Hermans, H. J. M., & Kempen, H. J. G. (1993)",1993.0
142,"Holland, D., Lachicotte Jr, W., Skinner, D., & Cain, C. (1998). Identity and Agency in Cultural Worlds. Cambridge, MA: Harvard University Press.",/import2016full/32,144,H,"Holland, D., Lachicotte Jr, W., Skinner, D., & Cain, C. (1998)",1998.0
143,"Linell, P. (2009). Rethinking language, mind, and world dialogically: Interactional and contextual theories of human sense-making. Charlotte, NC: Information Age Publishing.",/import2016full/32,173,L,"Linell, P. (2009)",2009.0
144,"Merriam, S. B. (2009). Qualitative Research: A Guide to Design and Implementation (3rd ed.). San Francisco, CA: Jossey-Bass.",/import2016full/32,124,M,"Merriam, S. B. (2009)",2009.0
145,"Nasir, N. S., & Cooks, J. (2009). Becoming a Hurdler: How Learning Settings Afford Identities. Anthropology & Education Quarterly, 40(1), 41–61. http://doi.org/10.1111/j.1548-1492.2009.01027.x",/import2016full/32,192,N,"Nasir, N. S., & Cooks, J. (2009)",2009.0
146,"Ochs, E., & Capps, L. (1996). Narrating the Self. Annual Review of Anthropology, 25, 19–43.",/import2016full/32,91,O,"Ochs, E., & Capps, L. (1996)",1996.0
147,"Oztok, M. (2013). Tacit knowledge in online learning: community, identity, and social capital. Technology, Pedagogy and Education, 22(1), 21–36. http://doi.org/10.1080/1475939X.2012.720414",/import2016full/32,188,O,"Oztok, M. (2013)",2013.0
148,"Oztok, M. (2014). Social presence and social absence: socio-cultural production of self in online learning environments. Presented at the The 15th Annual Meeting of the Association of Internet Researchers, Daegu, Korea.",/import2016full/32,219,O,"Oztok, M. (2014)",2014.0
149,"Rajala, A., & Sannino, A. (2015). Students’ deviations from a learning task: An activity-theoretical analysis. International Journal of Educational Research, 70, 31–46. http://doi.org/10.1016/j.ijer.2014.11.003",/import2016full/32,210,R,"Rajala, A., & Sannino, A. (2015)",2015.0
150,"Stahl, G. (2006). Group Cognition: Computer Support for Building Collaborative Knowledge. Cambridge, MA: The MIT Press.",/import2016full/32,119,S,"Stahl, G. (2006)",2006.0
151,"Wenger, E. (1998). Communities of Practice: Learning, Meaning, and Identity. Cambridge, UK: Cambridge University Press.",/import2016full/32,119,W,"Wenger, E. (1998)",1998.0
152,"Wortham, S. E. F. (2001). Narratives in action: A strategy for research and analysis. New York, NY: Teachers College Press. New York, NY: Teachers College Press.",/import2016full/32,161,W,"Wortham, S. E. F. (2001)",2001.0
153,"Ball, D. L. (1993). With an eye on the mathematical horizon: Dilemmas of teaching elementary school mathematics. Elementary School Journal, 93, 373-397.",/import2016full/35,152,B,"Ball, D. L. (1993)",1993.0
154,"Boling, E. C., & Beatty, J. (2012). Overcoming the tensions and challenges of technology integration: How can we best support our teachers? In Ronau, R., Rakes, C., & Niess, M. (Eds.), Educational Technology, Teacher Knowledge, and Classroom Impact: A Research Handbook on Frameworks and Approaches (pp. 136-156). Hershey, PA: IGI Global.",/import2016full/35,338,B,"Boling, E. C., & Beatty, J. (2012)",2012.0
155,"Beetham, H. & Sharpe, R. (2013) Rethinking Pedagogy for a Digital Age: Designing for 21st Century Learning, New York, NY: Routledge.",/import2016full/35,132,B,"Beetham, H. & Sharpe, R. (2013)",2013.0
156,"Drexler, W. (2010). The networked student model for construction of personal learning environments: Balancing teacher control and student autonomy. Australasian Journal of Educational Technology, 26(3), 369-385. Eisenhardt, K. M. 2000. Paradox, spirals, ambivalence: The new language of change and pluralism. Academy of Management Review, 25, 703-705.",/import2016full/35,351,D,"Drexler, W. (2010)",2010.0
157,"Laurillard, D. (2012). Teaching as a Design Science: Building Pedagogical Patterns for Learning and Technology. New York, NY: Routledge.",/import2016full/35,136,L,"Laurillard, D. (2012)",2012.0
158,"Lewis, M. W. (2000). ‘Exploring paradox: toward a more comprehensive guide’. Academy of Management Review, 25, 760–76.",/import2016full/35,118,L,"Lewis, M. W. (2000)",2000.0
159,"Luckin, R. (2010) Redesigning Learning Contexts: Technology-Rich, Learner-Centred Ecologies, New York, NY: Routledge.",/import2016full/35,117,L,"Luckin, R. (2010)",2010.0
160,"Marton, F. (1981) Phenomenography - describing conceptions of the world around us. Instructional Science, 10, 12-33.",/import2016full/35,116,M,"Marton, F. (1981)",1981.0
161,"Marton, F. and Booth, S. (1997) Learning and awareness. Mahwah, N.J: Lawrence Erlbaum.",/import2016full/35,86,M,"Marton, F. and Booth, S. (1997)",1997.0
162,"Papachroni, A., Heracleous, L., and Paroutis, S. (2014). Organizational Ambidexterity Through the Lens of Paradox Theory: Building a Novel Research Agenda. The Journal of Applied Behavioral Science.",/import2016full/35,198,P,"Papachroni, A., Heracleous, L., and Paroutis, S. (2014)",2014.0
163,"Prawat, R. S. (1999). Dewey, Peirce, and the learning paradox. American Educational Research Journal, 36(1), 47–76.",/import2016full/35,115,P,"Prawat, R. S. (1999)",1999.0
164,"Tay, W. Y. & Ng, Z. Y. (2014). Paradoxical tensions of online peer assessment: A case study of a secondary school in Singapore. In Chen, G., Kumar, V., Kinshuk, Huang, R., & Kong, S. C. (Eds.), Emerging issues in smart learning. New York, NY: Springer Berlin Heidelberg.",/import2016full/35,270,T,"Tay, W. Y. & Ng, Z. Y. (2014)",2014.0
165,"Warschauer, M. (2007). The paradoxical future of digital learning. Learning Inquiry, 1(1), 41–49.",/import2016full/35,97,W,"Warschauer, M. (2007)",2007.0
166,"Westenholz, A. (1993). Paradoxical Thinking and Change in the Frames of Reference. Organization Studies, 14, 37-58.",/import2016full/35,115,W,"Westenholz, A. (1993)",1993.0
167,"Chi, M. T. H. & Wylie, R. (2014). The ICAP Framework: Linking Cognitive Engagement to Active Learning Outcomes. Educational Psychologist, 49(4), 219-243.",/import2016full/69,153,C,"Chi, M. T. H. & Wylie, R. (2014)",2014.0
168,"Collins, A. (2012). What is the most effective way to teach problem solving? A commentary on productive failure as a method of teaching. Instructional Science, 40, 731-735.",/import2016full/69,172,C,"Collins, A. (2012)",2012.0
169,"Deiglmayr, K., Rummel, N., & Loibl, K. (2015). The mediating role of interactive learning activities in CSCL: An Input-Process-Outcome model. In: O. Lindwall, P. Häkkinen, T. Koschman, P. Tchounikine, & S. Ludvigsen (Eds.). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Vol. 2 (pp. 518-522). Gothenburg, Sweden: International Society of the Learning Sciences.",/import2016full/69,430,D,"Deiglmayr, K., Rummel, N., & Loibl, K. (2015)",2015.0
170,"Dillenbourg, P. (1999). What Do You Mean by “Collaborative Learning”? In P. Dillenbourg (Ed.), Collaborative Learning. Cognitive and Computational Approaches. Amsterdam & Boston: Elsevier.",/import2016full/69,188,D,"Dillenbourg, P. (1999)",1999.0
171,"Johnson, D. W., & Johnson, R. T. (2002). Social interdependence theory and university instruction. Theory into practice. Swiss Journal of Psychology, 61(3), 119-129.",/import2016full/69,165,J,"Johnson, D. W., & Johnson, R. T. (2002)",2002.0
172,"Johnson, D. W., & Johnson, R. T. (2009). An Educational Psychology Success Story. Social Interdependence Theory and Cooperative Learning. Educational Researcher, 38(5), 365-379.",/import2016full/69,177,J,"Johnson, D. W., & Johnson, R. T. (2009)",2009.0
173,"Kapur, M. & Bielaczyc, K. (2012). Designing for productive failure. The Journal of the Learning Sciences, 21(1), 45-83.",/import2016full/69,119,K,"Kapur, M. & Bielaczyc, K. (2012)",2012.0
174,"Kapur, M. & Kinzer, C. K. (2009). Productive failure in CSCL groups. International Journal of ComputerSupported Collaborative Learning, 4(1), 21-46.",/import2016full/69,148,K,"Kapur, M. & Kinzer, C. K. (2009)",2009.0
175,"Kapur, M. (2012). Productive failure in learning the concept of variance. Instructional Science, 40(4), 651-672.",/import2016full/69,112,K,"Kapur, M. (2012)",2012.0
176,"Kapur, M. (2014). Productive Failure in Learning Math. Cognitive Science, 38(2014), 1008-1022.",/import2016full/69,94,K,"Kapur, M. (2014). Productive Failure in Learning Math. Cognitive Science, 38(2014)",2014.0
177,"Loibl, K. & Rummel, N. (2014). Knowing what you don't know makes failure productive. Learning and Instruction, 34, 74-85.",/import2016full/69,121,L,"Loibl, K. & Rummel, N. (2014)",2014.0
178,"Mazziotti, C., Loibl, K, & Rummel, N. (2015). Collaborative or Individual Learning within Productive Failure: Does the Social Form of Learning Make a Difference? In O. Lindwall, P. Häkkien, T. Koshmann, P. Tchounikine & S. Ludvigsen (Eds.). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Vol. 2 (p. 570-575). Gothenburg, Sweden: International Society of the Learning Sciences.",/import2016full/69,446,M,"Mazziotti, C., Loibl, K, & Rummel, N. (2015)",2015.0
179,"Moshman, D. (1982). Exogenous, Endogenous, and Dialectical Constructivism. Developmental Review, 2, 371384.",/import2016full/69,107,M,"Moshman, D. (1982)",1982.0
180,"Mugny, G., & Doise, W. (1978). Socio-cognitive conflict and structure of individual and collective performance. European Journal of Social Psychology, 8, 181-192.",/import2016full/69,162,M,"Mugny, G., & Doise, W. (1978)",1978.0
181,"Piaget, J. (1977). The development of thought: Equilibration of cognitive structures. Oxford (GB): Viking.",/import2016full/69,106,P,"Piaget, J. (1977)",1977.0
182,"Sears, D. A. (2006). Effects of innovation versus efficiency tasks on collaboration and learning. Doctoral dissertation, Stanford University, California. Retrieved November 2012, from http://www.stat.auckland.ac.nz/~iase/publications/dissertations/06.Sears.Dissertation.pdf.",/import2016full/69,274,S,"Sears, D. A. (2006)",2006.0
183,"Stahl, G. (2013). Theories of Cognition in Collaborative Learning. In C. E. Hmelo-Silver, A. Chinn, C. K. K. Chan & A. M. O’Donnell (Eds.), The International Handbook of Collaborative Learning (pp. 74-90). New York, NY & London, UK: Routledge.",/import2016full/69,243,S,"Stahl, G. (2013)",2013.0
184,"Teasley, S. D (1997). Talking About Reasoning: How Important Is the Peer in Peer Collaboration. In L. B. Resnick, R. Säliö, C. Pontevorvo & B. Burge. Discourse, Tools, and Reasoning. Essays on Situated Cognition (pp. 361-384). Berlin: Springer.",/import2016full/69,244,T,"Teasley, S. D (1997)",1997.0
