,file,subject,iso,uri,type,publisher,title,issued,accessioned,citation,available,abstract,value,author_name_length,author_order,shortend_names
1078,import2018_48,"['Augmented Reality technologies', 'Science learning', 'Middle school students']",en,https://doi.dx.org/10.22318/cscl2018.392,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Investigating the Coupling of Narrative and Locality in Augmented Reality Educational Activities:  Effects on Students’ Immersion and Learning Gains,2018-07,2018-11-04 23:14:21+00:00,"Georgiou, Y. & Kyza, E. A. (2018). Investigating the Coupling of Narrative and Locality in Augmented Reality Educational Activities:  Effects on Students’ Immersion and Learning Gains. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.",2018-11-04 23:14:21+00:00,"The popularity of Augmented Reality (AR) technologies is on the rise, yet little is known about the design principles which could support immersion and learning in such contexts. This study investigated the hypothesis that greater coupling between the physical space and the narrative of the AR activity leads to enhanced immersion and learning. Forty-five middle school students participated in this study: students in Condition1 (n=22) participated in an AR activity with strong coupling between the narrative and the physical space, while students in Condition2 (n=23) participated in a loose coupling version of the activity. Data collection included baseline data, questionnaires investigating students’ immersion and learning gains, as well as post-activity interviews. Findings showed higher learning gains and increased immersion for the students participating in the strong coupling condition than for the students in the loose coupling condition. ","Kyza, Eleni A.",14,1,Kyza E. A.
1079,import2018_70,"['impact', 'measurement', 'science']",en,https://doi.dx.org/10.22318/cscl2018.568,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Measuring the Scale Outcomes of Curriculum Materials,2018-07,2018-11-04 23:14:21+00:00,"Roblin, N. P., Schunn, C., & McKenney, S. (2018). Measuring the Scale Outcomes of Curriculum Materials. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.",2018-11-04 23:14:21+00:00,"Learning sciences research often focuses on learning environments that aim for substantial impact on learners, and is increasingly concerned with doing so at scale. While learning scientists regularly measure teacher outcomes and learner outcomes, data are rarely collected on other dimensions of scale that are important for uncovering practices and designs that achieve wide-reaching, long-term impact on learning, notably: spread of underlying norms and beliefs, sustainability of use, and shift of ownership into the hands of the practitioners using the learning environments. This paper describes an instrument for measuring these scale outcomes with a focus on a particular component of learning environments: curriculum materials. By presenting both the instrument and results from its pilot use, this paper offers a conceptual as well as a methodological contribution toward developing much-needed instrumentation for evaluating the outcomes of learning environments at scale.","Schunn, Chris",13,1,Schunn C.
1080,import2018_329,"['design-based research', 'early childhood', 'sensemaking']",en,https://doi.dx.org/10.22318/cscl2018.1433,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Curiosity Practice: A Powerful New Lever for Fostering Science Engagement ,2018-07,2018-11-04 23:35:55+00:00,"Berland, L. K., Russ, R. S., & Feinstein, N. W. (2018). Curiosity Practice: A Powerful New Lever for Fostering Science Engagement . In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 3. London, UK: International Society of the Learning Sciences.",2018-11-04 23:35:55+00:00,"Curiosity is a perennial theme in science education policy documents and informal science education (ISE) mission statements. However, formal and informal science experiences often minimize curiosity by reinforcing an image of science as the territory of right and wrong. In this poster, we argue that this has negative implications for individual's participation in ISE. We then present Curiosity Practices, our approach to helping parents and children develop a sense of curiosity around natural phenomena.","Russ, Rosemary S",16,1,Russ R. S.
1081,import2018_316,"['STEM learning', 'human centered robotics', 'artifact analysis']",en,https://doi.dx.org/10.22318/cscl2018.1407,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Robots That Help: Moving Toward Human-Centered Designs,2018-07,2018-11-04 23:35:54+00:00,"Tolar, E., Gomoll, A. S., Li, P., Oistad, B., Sabanovic, S., & Silver, C. H. (2018). Robots That Help: Moving Toward Human-Centered Designs. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 3. London, UK: International Society of the Learning Sciences.",2018-11-04 23:35:54+00:00,"Secondary school students following a problem-based human-centered robotics (HCR) curriculum designed and built robots as a way of engaging with engineering design practices. In this preliminary analysis, we identified a shift in a focal classroom from technically to socially focused robot designs across two semesters. This poster considers how teacher framing and scaffolding supported a social orientation in student designs. ","Gomoll, Andrea Sarah",20,1,Gomoll A. S.
1082,import2018_184,"['revision', 'technology', '& knowledge integration']",en,https://doi.dx.org/10.22318/cscl2018.816,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Encouraging Revision of Scientific Ideas with Critique in an Online Genetics Unit,2018-07,2018-11-04 23:26:23+00:00,"Harrison, E. J., Gerard, L., & Linn, M. (2018). Encouraging Revision of Scientific Ideas with Critique in an Online Genetics Unit. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:26:23+00:00,"Encouraging students to revise their scientific ideas after encountering new evidence is essential to science learning, but has proven challenging. We investigated the merit of critique in promoting revision. 315 students participated in an online genetics unit where we investigated how critique affects the nature and frequency of revisions made to student essays. Students in the critique condition explain what is wrong or missing from several common non-normative student ideas regarding difficult topics in genetics. We compare this to a method used in the past to encourage students to add new ideas to their essays; students in the revisit condition are directed back to relevant information and interactive models rather than practicing critique. Students in the critique condition were more likely to revise their essays at all, especially students with low prior knowledge. Students that practiced critique were also significantly more likely to add new ideas to their revisions. ","Gerard, Libby",13,1,Gerard L.
1083,import2018_342,"['tangible user interface', 'EM/CA', 'design-based research']",en,https://doi.dx.org/10.22318/cscl2018.1459,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",ORBIT - Overcoming Breakdowns in Teams with Interactive Tabletops,2018-07,2018-11-04 23:35:55+00:00,"Sunnen, P., Arend, B., & Maquil, V. (2018). ORBIT - Overcoming Breakdowns in Teams with Interactive Tabletops. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 3. London, UK: International Society of the Learning Sciences.",2018-11-04 23:35:55+00:00,ORBIT implements and studies a joint problem-solving activity at a tabletop tangible user interface (TUI) providing participants with the opportunity to develop their collaboration methods through jointly overcoming breakdowns. The design and the research process relies on user-centered design methods and on an ethnomethodological conversation analytic framework. The project will both generate scientific knowledge on participants’ collaboration methods and create a powerful TUI-mediated collaborative learning tool.,"Arend, Béatrice",15,1,Arend B.
1084,import2018_170,"['connected learning', 'inquiry', 'learning practices']",en,https://doi.dx.org/10.22318/cscl2018.705,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Exploring Practices on the Move: Facilitating Learning Across a Neighborhood,2018-07,2018-11-04 23:26:23+00:00,"Cabrera, L., Ahn, J., Yip, J., Clegg, T., Hernly, K., Bonsignore, E., Pitt, C., & Pauw, D. (2018). Exploring Practices on the Move: Facilitating Learning Across a Neighborhood. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:26:23+00:00,"As scholars conceive of learning as connected across time, space, and social structures of participation, new questions arise about how to better coordinate learning experiences along those dimensions. In this study, we leverage a design experiment developed with two low-income neighborhoods, to facilitate science learning across the everyday settings of these communities. We focus our analysis here, on how different actors facilitated a common practice that arose organically – probing learners for their understanding – and how that practice moved across different social and material configurations of the neighborhoods. As this practice was taken up by different actors – teachers, parents, and others – we observed the different variations of this practice that learners may experience. By understanding practices on the move, we argue that smart and connected learning ecosystems will require more nuanced noticing, coordination, and layering of different flavors of a practice that can be taken up by a network of actors.","Ahn, June",9,1,Ahn J.
1085,import2018_24,"['Dynamic visualization', 'Nanoscience education', 'Embodiment of thought']",en,https://doi.dx.org/10.22318/cscl2018.200,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Learning Nanoscience Concepts Through a Nanoscale Experience,2018-07,2018-11-04 23:14:21+00:00,"Lai, P. K., Jacobson, M., & Goldwater, M. (2018). Learning Nanoscience Concepts Through a Nanoscale Experience. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.",2018-11-04 23:14:21+00:00,"Invisible nanoscale phenomena are difficult to learn, as people have no experience of observing nanoparticles and their behaviors in everyday life. To help address this issue, two different treatment conditions were developed: (a) working with two different Agent-Based Models (ABMs) and (b) watching two dynamic visualizations. An empirical study was conducted to compare students in these two groups in terms of reasoning strategies on assessments of declarative and explanatory knowledge as well as solving transfer problems. The findings suggest that the ABM students' reasoning strategies on the explanatory knowledge tasks and problem-solving activities seemed to have been influenced by the previous computationally embodied learning experience. Nevertheless, the dynamic visualization students seemed to rely on memory retrieval of information from the videos. ","Jacobson, Michael",17,1,Jacobson M.
1086,import2018_389,"['non-linear relationships', 'technology-based teaching', 'math teaching']",en,https://doi.dx.org/10.22318/cscl2018.1553,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].","Rethinking TPACK in the Digital Age:  Non-Linear Relationships between Learning by Design, Teachers’ Technology-Related Knowledge and  Technology Integration in the Classroom",2018-07,2018-11-04 23:35:55+00:00,"Bruner-Timmons, J., Nistor, N., & Stanciu, I. D. (2018). Rethinking TPACK in the Digital Age:  Non-Linear Relationships between Learning by Design, Teachers’ Technology-Related Knowledge and  Technology Integration in the Classroom. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 3. London, UK: International Society of the Learning Sciences.",2018-11-04 23:35:55+00:00,"Teachers are increasingly required to integrate educational technology in the classroom, therefore to acquire and practically apply technology-related knowledge. This knowledge was described by the TPACK (Technological, Pedagogical and Content Knowledge) framework, and it is assumed to be best acquired by teachers’ participation in Learning by Design (LbD) practice. However, little is known about the relationships between LbD, TPACK and technology integration (TI) in the classroom. A survey involving N = 101 US American secondary school mathematics teachers was conducted in a northeastern state to address this research gap and, surprisingly, it revealed non-linear relationships. These suggest that, while TPACK partially mediates the LbD-TI relationship as expected, technological knowledge can have a saturation effect on TI, and both LbD and TPACK can, under certain circumstances, decrease TI. Consequences for further research and teacher professional development practice are discussed.","Nistor, Nicolae",15,1,Nistor N.
1087,import2018_177,"['science instruction', 'discourse analysis', 'professional development']",en,https://doi.dx.org/10.22318/cscl2018.760,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Patterns of Classroom Talk Through Participation in Discourse-Focused Teacher Professional Development ,2018-07,2018-11-04 23:26:23+00:00,"Sandoval, W. A., Kwako, A. J., Modrek, A. S., & Kawasaki, J. (2018). Patterns of Classroom Talk Through Participation in Discourse-Focused Teacher Professional Development . In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:26:23+00:00,"The Next Generation Science Standards (NGSS) reforms in the United States present a number of serious learning challenges for in-service teachers. As states and school districts are assuming responsibility for the new standards, there are few professional development (PD) models for how to help working teachers meet these challenges. This study presents an analysis of teachers’ practice in the second of three years of professional development aimed at helping them learn to enact instruction aligned with the NGSS. The analysis focuses on changes to how teachers organize whole class discussions, looking particularly at how teachers support student-student dialogue. Comparing discussions from spot observations of teaching to PD-supported lessons, data suggest teachers struggle in both contexts to support productive student-student talk, although they are modestly more successful in the PD context. Conclusions from this analysis include that PD should provide clear models of productive discourse.","Kwako, Alexander J.",19,1,Kwako A. J.
1088,import2018_345,"['educational data mining', 'natural language processing', 'intelligent tutoring system']",en,https://doi.dx.org/10.22318/cscl2018.1465,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Unpacking Why Student Writing Does Not Match Their Science Inquiry Experimentation in Inq-ITS,2018-07,2018-11-04 23:35:55+00:00,"Li, H., Gobert, J., & Dickler, R. (2018). Unpacking Why Student Writing Does Not Match Their Science Inquiry Experimentation in Inq-ITS. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 3. London, UK: International Society of the Learning Sciences.",2018-11-04 23:35:55+00:00,"Science assessments should evaluate the full complement of inquiry practices (NGSS, 2013). Our previous work has shown that a large proportion of students’ open responses did not match their scientific investigations (Li et al., 2017a). The present study both unpacks and compares the sub-components underlying students’ performance for experimenting to their written open responses. These findings have implications for the assessment of inquiry practices, design of real-time scaffolding, and teachers’ instruction of science.","Gobert, Janice",14,1,Gobert J.
1089,import2018_183,"['design-based research', 'science education', 'genetics']",en,https://doi.dx.org/10.22318/cscl2018.808,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Do Alternative Instructional Approaches Result in Different Learning Progressions?,2018-07,2018-11-04 23:26:23+00:00,"Castro-Faix, M., Todd, A., Romine, W., & Duncan, R. G. (2018). Do Alternative Instructional Approaches Result in Different Learning Progressions?. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:26:23+00:00,"Learning progressions (LPs) are the hypothetical pathways that students may take as they learn about core ideas in a domain. LPs take a developmental approach to learning and assume that there are constraints that drive the learning paths. The question then is: how strong are the constraints of the learning process? We report on a comparison of two distinct instructional interventions informed by the same genetics progression that were implemented with introductory biology students (10th and 11th grades). The interventions targeted the ideas in the LP but differ in the: (1) sequencing of instruction, (2) focus phenomena, and (3) activities. To determine the learning paths for each instructional intervention we used causal model search and path analyses to explore relationships within and between these ideas. Our findings may indicate that the two instructional contexts result in maps that have both differences and similarities providing further evidence about the strengths of conjectures in LPs.","Todd, Amber",11,1,Todd A.
1090,import2018_373,"['collaboration', 'secondary', 'science']",en,https://doi.dx.org/10.22318/cscl2018.1521,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Developing Interdisciplinary Competencies for Science Teaching and Learning: A Teacher-Researcher Professional Learning Community ,2018-07,2018-11-04 23:35:55+00:00,"Wink, D. J., Goldman, S. R., Pellegrino, J. W., Gane, B. D., Ko, M., Kang, R., & George, M. A. (2018). Developing Interdisciplinary Competencies for Science Teaching and Learning: A Teacher-Researcher Professional Learning Community . In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 3. London, UK: International Society of the Learning Sciences.",2018-11-04 23:35:55+00:00,"We describe a research project examining teacher knowledge and practice over a multi-year professional development project centered on assessment literacy in the context of the U.S. Next Generation Science Standards. The project supports teacher learning through professional learning community workshops (LCW) and collaborative design team (DT) meetings. Five dimensions of knowledge are posited as essential to effective implementation of the NGSS, including assessment design for formative purposes and science literacies inherent in the practices of developing, carrying out and reporting science investigations. Learning along these dimensions is being documented through close analyses of teacher talk in the workshops, design team meetings, at their school sites, in the classroom, and in the assessments they design, implement and revise.  In this poster we report on the initial year of work with these high school science teachers.","Goldman, Susan R",16,1,Goldman S. R.
1091,import2018_387,"['Ecology of Resources', 'Collaboration']",en,https://doi.dx.org/10.22318/cscl2018.1549,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",ERCHI: A Framework for Identifying Observable Signifiers of Student Engagement in Practice Based Learning to Inform the Design of Learning Analytics,2018-07,2018-11-04 23:35:55+00:00,"Luckin, R. & Cukurova, M. (2018). ERCHI: A Framework for Identifying Observable Signifiers of Student Engagement in Practice Based Learning to Inform the Design of Learning Analytics. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 3. London, UK: International Society of the Learning Sciences.",2018-11-04 23:35:55+00:00,"Abstract. Practice-based learning activities with a focus on Science, Technology, Art, Math and Engineering (STEAM) are providing new opportunities for teaching these subjects. However, we lack widely accepted ways of assessing and monitoring these practices to inform educators and learners, and enable the provision of effective support. Here, we report the results from a study with 15 teenage students taking part in a 2-day Hack. We present the results from analysis of video data recording collaborative working between groups of students. The analysis of the video data is completed using the ERICAP analytical framework (Luckin et al., 2017) based on ecology of resources and interactive, constructive, active and passive concepts. The results illustrate the differences between students’ engagement with resources which might be utilized as signifiers of student success in similar learning environments.","Cukurova, Mutlu",15,1,Cukurova M.
1092,import2018_15,"['e-learning', 'distance education', 'prior knowledge', 'motivation']",en,https://doi.dx.org/10.22318/cscl2018.128,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",The Influence of Students’ Cognitive and Motivational Characteristics on Differences in Use and Learning Gain in an E-Learning Environment ,2018-07,2018-11-04 23:14:21+00:00,"Larmuseau, C., Elen, J., Desmet, P., & Depaepe, F. (2018). The Influence of Students’ Cognitive and Motivational Characteristics on Differences in Use and Learning Gain in an E-Learning Environment . In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.",2018-11-04 23:14:21+00:00,"Differences in use of e-learning components can be influenced by student-related characteristics. In this study, an e-learning environment was developed in line with the four component instructional design (4C/ID) model. The four components consist of authentic problem-based tasks (i.e., learning tasks), various support (i.e., supportive and procedural information) and additional drill-and practice exercises (i.e., part-task practice). This study firstly investigates the influence of students’ prior knowledge, task value and self-efficacy on students’ use of the components. Secondly, it examines the influence of students’ use of the components on their learning gain, taking into account their characteristics. Results of 161 students reveal a significantly negative influence of prior knowledge on students’ use of learning tasks and part-task-practice, whereas task value has a significantly positive influence on use of learning tasks and supportive information. Furthermore, use of learning tasks, procedural information and students’ prior knowledge significantly contribute to students’ learning gain. ","Elen, Jan",9,1,Elen J.
1093,import2018_380,"['Humanities', 'multi-pesrpectivness', 'dialogical theory']",en,https://doi.dx.org/10.22318/cscl2018.1535,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].","Collaborative, Multi-perspective Historical Writing: The Explanatory Power of a Dialogical Framework ",2018-07,2018-11-04 23:35:55+00:00,"Kolikant, Y. B. & Pollack, S. (2018). Collaborative, Multi-perspective Historical Writing: The Explanatory Power of a Dialogical Framework . In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 3. London, UK: International Society of the Learning Sciences.",2018-11-04 23:35:55+00:00,"When introducing students to the multi-perspective and interpretative nature of history within collaborative contexts, what are the relationships of individuals from conflicting groups with historical accounts that they produced as a group? How does the joint writing influence their historical understanding? We analyzed the joint accounts produced by post-primary Israeli students, Jews and Arabs, who collaboratively e-investigated events related to the Israeli-Palestinian conflict. Employing a thematic analysis and a Bakhtinian-inspired discourse analysis, we found that the joint texts were constructed of themes from both in-groups’ perspectives. Students constructed a dialogic relationship between these themes, which enabled them to legitimize the other’s voice, yet keep the voices unmerged. These texts reflect a new historical meaning and a better understanding of the nature of history.  ","Pollack, Sarah",14,1,Pollack S.
1094,import2018_3,"['scientific practice', 'computational modeling', 'epistemic agency']",en,https://doi.dx.org/10.22318/cscl2018.33,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Exploring the Unknown: Supporting Students' Navigation of Scientific Uncertainty With Coupled Methodologies ,2018-07,2018-11-04 23:14:21+00:00,"Gouvea, J. S. & Wagh, A. (2018). Exploring the Unknown: Supporting Students' Navigation of Scientific Uncertainty With Coupled Methodologies . In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.",2018-11-04 23:14:21+00:00,"Learning to make progress in science entails learning how to make progress in the face of theoretical and methodological uncertainties. In this paper we explore the potential for a coupled system that integrates computational and experimental methodologies to support learning to navigate scientific uncertainties. We present a case study of a group of undergraduate students in a ‘hybrid’ computational-experimental biology laboratory course as they investigated a complex biological system. We describe the nature of their progress: (1) mapping their theoretical understanding of the system and (2) planning and implementing their investigation. We then describe the role of the coupled methodologies in supporting their progress by (1) focusing the goals of their investigations, and (2) allowing for comparison and triangulation. Our results suggest that coupled methodological systems have the potential to provide a balance of resistances and footholds needed to support students in learning how to flexibly engage in scientific practice. ","Wagh, Aditi",11,1,Wagh A.
1095,import2018_12,"['learning analytics', 'dashboards', 'classroom orchestration']",en,https://doi.dx.org/10.22318/cscl2018.104,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Informing the Design of Teacher Awareness Tools through Causal Alignment Analysis,2018-07,2018-11-04 23:14:21+00:00,"Holstein, K., McLaren, B. M., & Aleven, V. (2018). Informing the Design of Teacher Awareness Tools through Causal Alignment Analysis. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.",2018-11-04 23:14:21+00:00,"Designers of teacher awareness tools (e.g., dashboards) must not only anticipate the effects analytics will have on awareness, but also how this enhanced awareness might affect teacher decision-making, and in turn, student learning. Yet teacher awareness tools are not commonly optimized to guide teacher behavior in ways that are productive for learning. In this paper, we introduce Causal Alignment Analysis (CAA), a framework for data-informed,iterative design of teacher awareness tools, which links the design of awareness tools to educational goals. We illustrate the usefulness of CAA with a case study, demonstrating the successful design alignment of an awareness tool with a causal path from teacher tool use to student learning. Over a sequence of four pilot studies conducted in both simulated and live classrooms, we demonstrate the iterative refinement of Lumilo, a real-time awareness tool, to draw teachers’ attention towards students who may benefit most from a teacher’s help.","McLaren, Bruce M.",17,1,McLaren B. M.
1096,import2018_179,"['interactive installations', 'museum studies', 'reflection']",en,https://doi.dx.org/10.22318/cscl2018.776,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Enhancing Reflective Learning Experiences in Museums Through Interactive Installations,2018-07,2018-11-04 23:26:23+00:00,"Huang, H., Lo, W. H., Ng, K. H., Brailsford, T., & O'Malley, C. (2018). Enhancing Reflective Learning Experiences in Museums Through Interactive Installations. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 2. London, UK: International Society of the Learning Sciences.",2018-11-04 23:26:23+00:00,"In this study we examine the effect that several technological affordances have upon the experiences of children while visiting a museum, focusing upon engagement, discussion and reflection. The museum is the Baba Nyonya Heritage Museum in Malacca, Malaysia. We created a number of public interactive installations designed to facilitate inter-cultural and inter-generational dialogues about cultural identity. The technology employed mixed and augmented reality techniques and gesture recognition to enable visitors to have a multisensory experience with the artefacts on display. Analysis of pre- to post-test knowledge based surveys showed significant learning gains as a result of interacting with the exhibits. Surveys of visitors' attitudes showed that they felt they had benefitted from the physical interactivity. Qualitative analysis of observational and video data showed that the different interaction techniques provided both benefits and challenges for interaction, which we reflect upon in the paper. ","Lo, Wei Hong",12,1,Lo W. H.
1097,import2018_328,"['science teaching', 'young children', 'Mixed Reality']",en,https://doi.dx.org/10.22318/cscl2018.1431,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Tracing Bodies Through Liminal Blends during Play-based Inquiry in a Mixed Reality Environment,2018-07,2018-11-04 23:35:55+00:00,"Keifert, D., Enyedy, N., Danish, J., Lee, C., Dahn, M., & Lindberg, L. (2018). Tracing Bodies Through Liminal Blends during Play-based Inquiry in a Mixed Reality Environment. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 3. London, UK: International Society of the Learning Sciences.",2018-11-04 23:35:55+00:00,"We demonstrate how a Mixed Reality (MR) environment supported blending semiotic resources with embodied representations of water particle motion. Our analysis demonstrates the importance of a) providing a rich set of resources, b) the centrality of the body as a sensemaking resource, c) the importance of supporting students in iterative inquiry, and d) helping students to transition from unique classroom resources like MR into more normative accounts.","Enyedy, Noel",12,1,Enyedy N.
1098,import2018_71,"['modeling', 'assessment design', 'genetics']",en,https://doi.dx.org/10.22318/cscl2018.576,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Developing Assessments that Measure Core Ideas and Scientific Practices: Challenges and Insights,2018-07,2018-11-04 23:14:21+00:00,"Cavera, V. L., Duncan, R. G., Chinn, C., & Castro-Faix, M. (2018). Developing Assessments that Measure Core Ideas and Scientific Practices: Challenges and Insights. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 1. London, UK: International Society of the Learning Sciences.",2018-11-04 23:14:21+00:00,"Current science reforms in the US and elsewhere advocate that students should learn core disciplinary ideas through engagement in scientific practices. Engaging students in practices allows for a deeper learning of content and a more productive understanding of how scientific knowledge is developed. In order to evaluate the effectiveness of student learning in practice, assessments have to simultaneously address students’ understanding of content and practice. In order to investigate the kinds of heuristics that may assist in developing such assessments, we present data from parallel phenomenon-based modeling assessments given to 11th grade biology students. While students constructed structurally similar arguments, the amount and how content knowledge was used differed. Students were able to bring in content knowledge more readily when presented decontextualized phenomenon-based models and used this knowledge to make productive connections between evidence and provided models. We discuss heuristics and implications for design. ","Duncan, Ravit Golan",19,1,Duncan R. G.
1099,import2018_317,"['family engagement', 'playful learning', 'learning networks']",en,https://doi.dx.org/10.22318/cscl2018.1409,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Child-Coach-Parent Network for Early Literacy Learning,2018-07,2018-11-04 23:35:54+00:00,"Nazare, J., Hershman, A., Sysoev, I., Fratamico, L., Buitrago, J., Soltangheis, M., Makini, S. P., Chu, E., & Roy, D. (2018). Child-Coach-Parent Network for Early Literacy Learning. In Kay, J. and Luckin, R. (Eds.) Rethinking Learning in the Digital Age: Making the Learning Sciences Count, 13th International Conference of the Learning Sciences (ICLS) 2018, Volume 3. London, UK: International Society of the Learning Sciences.",2018-11-04 23:35:54+00:00,"Literacy is an inherently social experience. Yet, many literacy learning apps have no collaborative dimension. In response, we propose a learning network centered around children’s play on open-ended literacy apps that engages three stakeholders—child, parent, and family learning coach—in the experience. Findings from our pilot show that coaches’ messages increased parent visibility into and understanding of children’s play. This work has implications for how digitally-mediated networks could facilitate family engagement in children’s learning.","Hershman, Anneli",16,1,Hershman A.
